EPI	Date	GISAID	Location	Variant
EPI_ISL_586323|Canada|A.1	2020-04-30	hCoV-19/Canada/ON-S1271/2020	Canada	A.1
EPI_ISL_586325|Canada|B.1.316	2020-04-29	hCoV-19/Canada/ON-S1274/2020	Canada	B.1.316
EPI_ISL_586333|Canada|B.1	2020-05-08	hCoV-19/Canada/ON-S1285/2020	Canada	B.1
EPI_ISL_586337|Canada|B.1.270	2020-05-17	hCoV-19/Canada/ON-S1290/2020	Canada	B.1.270
EPI_ISL_586340|Canada|B.1.316	2020-05-24	hCoV-19/Canada/ON-S1296/2020	Canada	B.1.316
EPI_ISL_586342|Canada|B.1.1.181	2020-05-18	hCoV-19/Canada/ON-S1298/2020	Canada	B.1.1.181
EPI_ISL_586353|Canada|B.1.422	2020-06-04	hCoV-19/Canada/ON-S1320/2020	Canada	B.1.422
EPI_ISL_586379|Canada|N.4	2020-03-25	hCoV-19/Canada/ON-S201/2020	Canada	N.4
EPI_ISL_586389|Canada|B.1.1.181	2020-03-27	hCoV-19/Canada/ON-S266/2020	Canada	B.1.1.181
EPI_ISL_586393|Canada|B.1.1.1	2020-03-16	hCoV-19/Canada/ON-S31/2020	Canada	B.1.1.1
EPI_ISL_586394|Canada|B.1.1.369	2020-03-28	hCoV-19/Canada/ON-S310/2020	Canada	B.1.1.369
EPI_ISL_586410|Canada|B.1.1.10	2020-03-17	hCoV-19/Canada/ON-S44/2020	Canada	B.1.1.10
EPI_ISL_586418|Canada|B.1.510	2020-03-18	hCoV-19/Canada/ON-S54/2020	Canada	B.1.510
EPI_ISL_586459|Canada|B.1.1	2020-04-11	hCoV-19/Canada/ON-S854/2020	Canada	B.1.1
EPI_ISL_586479|Canada|B	2020-04-12	hCoV-19/Canada/ON-S906/2020	Canada	B
EPI_ISL_5872968|Canada|B.1.438.1	2021-05-18	hCoV-19/Canada/QC-L00355915/2021	Canada	B.1.438.1
EPI_ISL_5873011|Canada|AZ.1	2021-05-21	hCoV-19/Canada/QC-L00356177/2021	Canada	AZ.1
EPI_ISL_5873049|Canada|C.36.1	2021-01-16	hCoV-19/Canada/QC-L00323050/2021	Canada	C.36.1
EPI_ISL_5873189|Canada|AY.61	2021-04-02	hCoV-19/Canada/QC-L00343529/2021	Canada	AY.61
EPI_ISL_5873460|Canada|P.1.10	2021-05-11	hCoV-19/Canada/QC-L00353241/2021	Canada	P.1.10
EPI_ISL_5873502|Canada|B.1.1.318	2021-04-28	hCoV-19/Canada/QC-L00349899/2021	Canada	B.1.1.318
EPI_ISL_5887604|Canada|B.1.160	2021-01-09	hCoV-19/Canada/QC-1nDJXP-8142961366/2021	Canada	B.1.160
EPI_ISL_5887632|Canada|B.1.243	2020-11-22	hCoV-19/Canada/QC-1nIOU-A3220815/2020	Canada	B.1.243
EPI_ISL_5887639|Canada|B.1.177	2020-11-15	hCoV-19/Canada/QC-1nIOU-A3151870/2020	Canada	B.1.177
EPI_ISL_5887653|Canada|B.1.564.1	2020-11-15	hCoV-19/Canada/QC-1nIOU-A3150625/2020	Canada	B.1.564.1
EPI_ISL_5887657|Canada|B.1.147	2020-06-05	hCoV-19/Canada/QC-1nIOU-98054145/2020	Canada	B.1.147
EPI_ISL_5887674|Canada|B.1.385	2021-03-02	hCoV-19/Canada/QC-L00330572001/2021	Canada	B.1.385
EPI_ISL_5887682|Canada|B.1.36.18	2021-03-04	hCoV-19/Canada/QC-L00331408001/2021	Canada	B.1.36.18
EPI_ISL_5891511|Canada|B.1.429	2021-02-05	hCoV-19/Canada/QC-L00329021001/2021	Canada	B.1.429
EPI_ISL_5891527|Canada|B.1.438.1	2021-03-31	hCoV-19/Canada/QC-L00344945001/2021	Canada	B.1.438.1
EPI_ISL_5891552|Canada|B.1.1.420	2021-04-10	hCoV-19/Canada/QC-L00344938001/2021	Canada	B.1.1.420
EPI_ISL_5891586|Canada|B.1.619	2021-04-11	hCoV-19/Canada/QC-L00345586001/2021	Canada	B.1.619
EPI_ISL_5891594|Canada|B.1.525	2021-04-12	hCoV-19/Canada/QC-L00345772001/2021	Canada	B.1.525
EPI_ISL_5891845|Canada|B.1.36.7	2021-03-08	hCoV-19/Canada/QC-1nIUH-5524324524/2021	Canada	B.1.36.7
EPI_ISL_5891886|Canada|B.1.1.519	2021-04-09	hCoV-19/Canada/QC-L00345382001/2021	Canada	B.1.1.519
EPI_ISL_5891896|Canada|B.1	2021-04-09	hCoV-19/Canada/QC-L00345412001/2021	Canada	B.1
EPI_ISL_5891910|Canada|A.2.5.2	2021-04-11	hCoV-19/Canada/QC-L00345416001/2021	Canada	A.2.5.2
EPI_ISL_5892056|Canada|B.1.2	2021-03-08	hCoV-19/Canada/QC-1nIUH-5524325433/2021	Canada	B.1.2
EPI_ISL_5892089|Canada|B.1.596	2021-03-14	hCoV-19/Canada/QC-1nIUH-5524333412/2021	Canada	B.1.596
EPI_ISL_5892132|Canada|B.58	2021-03-06	hCoV-19/Canada/QC-1nDJLG-R9060339/2021	Canada	B.58
EPI_ISL_5897200|Canada|B.1.566	2021-04-28	hCoV-19/Canada/QC-1nIOU-A8283215/2021	Canada	B.1.566
EPI_ISL_5897276|Canada|B.1.160	2021-05-02	hCoV-19/Canada/QC-1nDJXW-48749845/2021	Canada	B.1.160
EPI_ISL_5897331|Canada|B.1.438.1	2021-04-30	hCoV-19/Canada/QC-1nQUP-2754081958/2021	Canada	B.1.438.1
EPI_ISL_5897375|Canada|AY.6	2021-09-22	hCoV-19/Canada/QC-L00393532001/2021	Canada	AY.6
EPI_ISL_5897391|Canada|AY.4	2021-09-26	hCoV-19/Canada/QC-L00395305001/2021	Canada	AY.4
EPI_ISL_5897545|Canada|AY.3	2021-09-15	hCoV-19/Canada/QC-L00390680001/2021	Canada	AY.3
EPI_ISL_5897582|Canada|AY.72	2021-09-16	hCoV-19/Canada/QC-L00390802001/2021	Canada	AY.72
EPI_ISL_5897596|Canada|AY.27	2021-09-16	hCoV-19/Canada/QC-L00390963001/2021	Canada	AY.27
EPI_ISL_5897949|Canada|BB.2	2021-08-29	hCoV-19/Canada/QC-1nIUH-5524509587/2021	Canada	BB.2
EPI_ISL_5897951|Canada|P.1	2021-09-01	hCoV-19/Canada/QC-1nIUH-5524514378/2021	Canada	P.1
EPI_ISL_5897996|Canada|AY.34	2021-08-26	hCoV-19/Canada/QC-L00384750001/2021	Canada	AY.34
EPI_ISL_5898056|Canada|AY.46.6	2021-08-30	hCoV-19/Canada/QC-L00385486001/2021	Canada	AY.46.6
EPI_ISL_5898061|Canada|AY.122	2021-08-30	hCoV-19/Canada/QC-L00385286001/2021	Canada	AY.122
EPI_ISL_5898090|Canada|AY.102	2021-08-31	hCoV-19/Canada/QC-L00386293001/2021	Canada	AY.102
EPI_ISL_5898092|Canada|AY.119	2021-08-31	hCoV-19/Canada/QC-L00385510001/2021	Canada	AY.119
EPI_ISL_5898115|Canada|AY.113	2021-09-03	hCoV-19/Canada/QC-L00385142001/2021	Canada	AY.113
EPI_ISL_5898120|Canada|AY.78	2021-09-03	hCoV-19/Canada/QC-L00385987001/2021	Canada	AY.78
EPI_ISL_5898123|Canada|AY.4.2.3	2021-09-04	hCoV-19/Canada/QC-L00385989001/2021	Canada	AY.4.2.3
EPI_ISL_5898126|Canada|AY.26	2021-09-04	hCoV-19/Canada/QC-L00385941001/2021	Canada	AY.26
EPI_ISL_591103|Canada|B.1.1.121	2020-08-26	hCoV-19/Canada/ON-S1465/2020	Canada	B.1.1.121
EPI_ISL_591114|Canada|B.1.36	2020-08-28	hCoV-19/Canada/ON-S1479/2020	Canada	B.1.36
EPI_ISL_591117|Canada|AE.8	2020-08-29	hCoV-19/Canada/ON-S1483/2020	Canada	AE.8
EPI_ISL_591156|Canada|B.1	2020-04-09	hCoV-19/Canada/ON-S733/2020	Canada	B.1
EPI_ISL_591166|Canada|B.1.350	2020-04-10	hCoV-19/Canada/ON-S815/2020	Canada	B.1.350
EPI_ISL_591178|Canada|B.1.1.181	2020-04-12	hCoV-19/Canada/ON-S896/2020	Canada	B.1.1.181
EPI_ISL_591182|Canada|B.6	2020-03-23	hCoV-19/Canada/ON-S125/2020	Canada	B.6
EPI_ISL_591189|Canada|B.1.1	2020-08-22	hCoV-19/Canada/ON-S1420/2020	Canada	B.1.1
EPI_ISL_591198|Canada|B.1.1.157	2020-08-24	hCoV-19/Canada/ON-S1435/2020	Canada	B.1.1.157
EPI_ISL_591202|Canada|B.1.564.1	2020-08-25	hCoV-19/Canada/ON-S1440/2020	Canada	B.1.564.1
EPI_ISL_591205|Canada|B.1	2020-08-26	hCoV-19/Canada/ON-S1446/2020	Canada	B.1
EPI_ISL_591210|Canada|B.1.1.485	2020-04-09	hCoV-19/Canada/ON-S737/2020	Canada	B.1.1.485
EPI_ISL_591220|Canada|B.1.422	2020-04-10	hCoV-19/Canada/ON-S764/2020	Canada	B.1.422
EPI_ISL_591257|Canada|B.1.595	2020-04-12	hCoV-19/Canada/ON-S899/2020	Canada	B.1.595
EPI_ISL_591261|Canada|B.1.167	2020-04-13	hCoV-19/Canada/ON-S927/2020	Canada	B.1.167
EPI_ISL_5923326|Canada|B.1.214.2	2021-03-11	hCoV-19/Canada/QC-1nIUH-5524329015/2021	Canada	B.1.214.2
EPI_ISL_5923933|Canada|AY.25.1	2021-10-04	hCoV-19/Canada/NL-PHML-223170/2021	Canada	AY.25.1
EPI_ISL_593489|Canada|B.1.147	2020-04-26	hCoV-19/Canada/ON-E9/2020	Canada	B.1.147
EPI_ISL_593508|Canada|B.1.147	2020-05-25	hCoV-19/Canada/ON-E30/2020	Canada	B.1.147
EPI_ISL_593517|Canada|B.1.1.1	2020-05-26	hCoV-19/Canada/ON-E39/2020	Canada	B.1.1.1
EPI_ISL_593526|Canada|B.1	2020-05-29	hCoV-19/Canada/ON-E51/2020	Canada	B.1
EPI_ISL_593529|Canada|B.1.1.176	2020-05-29	hCoV-19/Canada/ON-E55/2020	Canada	B.1.1.176
EPI_ISL_593536|Canada|B.1.1.121	2020-06-02	hCoV-19/Canada/ON-E62/2020	Canada	B.1.1.121
EPI_ISL_593538|Canada|B.1.147	2020-06-07	hCoV-19/Canada/ON-E65/2020	Canada	B.1.147
EPI_ISL_593539|Canada|B.1	2020-06-09	hCoV-19/Canada/ON-E66/2020	Canada	B.1
EPI_ISL_593544|Canada|B.1	2020-04-03	hCoV-19/Canada/ON-E71/2020	Canada	B.1
EPI_ISL_593547|Canada|B.1.350	2020-04-10	hCoV-19/Canada/ON-E74/2020	Canada	B.1.350
EPI_ISL_6042362|Canada|AY.70	2021-10-31	hCoV-19/Canada/ON-PHL-21-36074/2021	Canada	AY.70
EPI_ISL_6042415|Canada|AY.122.1	2021-10-30	hCoV-19/Canada/ON-PHL-21-36040/2021	Canada	AY.122.1
EPI_ISL_6043456|Canada|AY.93	2021-10-24	hCoV-19/Canada/ON-PHL-21-35831/2021	Canada	AY.93
EPI_ISL_6044087|Canada|AY.25.1	2021-10-26	hCoV-19/Canada/ON-PHL-21-35903/2021	Canada	AY.25.1
EPI_ISL_6044112|Canada|AY.25	2021-10-26	hCoV-19/Canada/ON-PHL-21-35933/2021	Canada	AY.25
EPI_ISL_6044138|Canada|AY.46.6	2021-10-22	hCoV-19/Canada/ON-PHL-21-35779/2021	Canada	AY.46.6
EPI_ISL_6044519|Canada|AY.44	2021-10-26	hCoV-19/Canada/ON-PHL-21-35808/2021	Canada	AY.44
EPI_ISL_6044599|Canada|AY.117	2021-10-30	hCoV-19/Canada/ON-PHL-21-36080/2021	Canada	AY.117
EPI_ISL_6073539|Canada|AY.42	2021-09-29	hCoV-19/Canada/SK-NML-205581/2021	Canada	AY.42
EPI_ISL_6073636|Canada|AY.111	2021-09-27	hCoV-19/Canada/SK-NML-211005/2021	Canada	AY.111
EPI_ISL_6073736|Canada|AY.42	2021-10-01	hCoV-19/Canada/SK-NML-211119/2021	Canada	AY.42
EPI_ISL_6073754|Canada|AY.25.1	2021-09-29	hCoV-19/Canada/SK-NML-211140/2021	Canada	AY.25.1
EPI_ISL_6073774|Canada|AY.27	2021-05-10	hCoV-19/Canada/SK-RRPL-211165/2021	Canada	AY.27
EPI_ISL_6073992|Canada|AY.103.2	2021-09-30	hCoV-19/Canada/SK-NML-211434/2021	Canada	AY.103.2
EPI_ISL_6074030|Canada|AY.15	2021-10-07	hCoV-19/Canada/SK-NML-216085/2021	Canada	AY.15
EPI_ISL_6074067|Canada|AY.46	2021-10-03	hCoV-19/Canada/SK-NML-216131/2021	Canada	AY.46
EPI_ISL_6074068|Canada|AY.20	2021-09-29	hCoV-19/Canada/SK-NML-216133/2021	Canada	AY.20
EPI_ISL_6074102|Canada|AY.103.2	2021-10-07	hCoV-19/Canada/SK-NML-216176/2021	Canada	AY.103.2
EPI_ISL_6074118|Canada|AY.27	2021-10-09	hCoV-19/Canada/SK-NML-216193/2021	Canada	AY.27
EPI_ISL_6074218|Canada|AY.122	2021-10-10	hCoV-19/Canada/SK-NML-216320/2021	Canada	AY.122
EPI_ISL_6074244|Canada|AY.25.1	2021-10-16	hCoV-19/Canada/SK-NML-216449/2021	Canada	AY.25.1
EPI_ISL_6074275|Canada|AY.44	2021-10-13	hCoV-19/Canada/SK-NML-216486/2021	Canada	AY.44
EPI_ISL_6074282|Canada|AY.3	2021-10-14	hCoV-19/Canada/SK-NML-216493/2021	Canada	AY.3
EPI_ISL_6124653|Canada|B.1.438.1	2021-04-20	hCoV-19/Canada/SK-RRPL-132285/2021	Canada	B.1.438.1
EPI_ISL_6124686|Canada|B.1.438	2021-04-22	hCoV-19/Canada/SK-RRPL-132323/2021	Canada	B.1.438
EPI_ISL_6124788|Canada|B.1.1.519	2021-05-03	hCoV-19/Canada/SK-RRPL-132460/2021	Canada	B.1.1.519
EPI_ISL_6124864|Canada|B.1.1.7	2021-05-05	hCoV-19/Canada/SK-RRPL-132540/2021	Canada	B.1.1.7
EPI_ISL_6124998|Canada|B.1.617.2	2021-04-27	hCoV-19/Canada/SK-RRPL-133489/2021	Canada	B.1.617.2
EPI_ISL_6124999|Canada|C.38	2021-04-27	hCoV-19/Canada/SK-RRPL-133491/2021	Canada	C.38
EPI_ISL_6125006|Canada|B.1.525	2021-04-30	hCoV-19/Canada/SK-RRPL-133499/2021	Canada	B.1.525
EPI_ISL_6125044|Canada|B.1.438	2021-05-09	hCoV-19/Canada/SK-RRPL-133539/2021	Canada	B.1.438
EPI_ISL_6125119|Canada|AY.111	2021-10-11	hCoV-19/Canada/SK-RRPL-219172/2021	Canada	AY.111
EPI_ISL_6157823|Canada|AY.59	2021-10-14	hCoV-19/Canada/NB-CHUDGLD-219364/2021	Canada	AY.59
EPI_ISL_6157844|Canada|B.1.1.7	2021-10-15	hCoV-19/Canada/NB-CHUDGLD-219385/2021	Canada	B.1.1.7
EPI_ISL_6157852|Canada|AY.44	2021-10-15	hCoV-19/Canada/NB-CHUDGLD-219393/2021	Canada	AY.44
EPI_ISL_6157869|Canada|AY.42	2021-10-14	hCoV-19/Canada/NB-CHUDGLD-219410/2021	Canada	AY.42
EPI_ISL_6157878|Canada|AY.39.1	2021-10-12	hCoV-19/Canada/NB-CHUDGLD-219419/2021	Canada	AY.39.1
EPI_ISL_6157901|Canada|AY.119.2	2021-10-15	hCoV-19/Canada/NB-CHUDGLD-219442/2021	Canada	AY.119.2
EPI_ISL_6157910|Canada|AY.25.1	2021-10-14	hCoV-19/Canada/NB-CHUDGLD-219453/2021	Canada	AY.25.1
EPI_ISL_6157923|Canada|AY.27	2021-10-16	hCoV-19/Canada/NB-CHUDGLD-223201/2021	Canada	AY.27
EPI_ISL_6157942|Canada|AY.103	2021-10-17	hCoV-19/Canada/NB-CHUDGLD-223218/2021	Canada	AY.103
EPI_ISL_6158066|Canada|AY.74	2021-10-23	hCoV-19/Canada/NB-CHUDGLD-223525/2021	Canada	AY.74
EPI_ISL_632911|Canada|B.1.314	2020-03-22	hCoV-19/Canada/MB-NML-602/2020	Canada	B.1.314
EPI_ISL_6340274|Canada|AY.93	2021-09-26	hCoV-19/Canada/MB-NML-212861/2021	Canada	AY.93
EPI_ISL_6340303|Canada|AY.44	2021-10-03	hCoV-19/Canada/MB-NML-212888/2021	Canada	AY.44
EPI_ISL_6340321|Canada|AY.27	2021-10-04	hCoV-19/Canada/MB-NML-212893/2021	Canada	AY.27
EPI_ISL_6368466|Canada|AY.119	2021-10-21	hCoV-19/Canada/NL-PHML-236845/2021	Canada	AY.119
EPI_ISL_6368486|Canada|AY.42	2021-10-25	hCoV-19/Canada/NL-PHML-236823/2021	Canada	AY.42
EPI_ISL_636914|Canada|B.1.602	2020-07-01	hCoV-19/Canada/ON-PHL-20-01761/2020	Canada	B.1.602
EPI_ISL_636928|Canada|B.1.354	2020-07-01	hCoV-19/Canada/ON-PHL-20-01776/2020	Canada	B.1.354
EPI_ISL_636932|Canada|B.1.1.417	2020-07-01	hCoV-19/Canada/ON-PHL-20-01781/2020	Canada	B.1.1.417
EPI_ISL_636934|Canada|B.1.1.28	2020-07-01	hCoV-19/Canada/ON-PHL-20-01783/2020	Canada	B.1.1.28
EPI_ISL_636940|Canada|B.1.422	2020-07-01	hCoV-19/Canada/ON-PHL-20-01790/2020	Canada	B.1.422
EPI_ISL_636945|Canada|B.1.1.121	2020-07-01	hCoV-19/Canada/ON-PHL-20-01795/2020	Canada	B.1.1.121
EPI_ISL_636958|Canada|B.1.1	2020-07-01	hCoV-19/Canada/ON-PHL-20-01814/2020	Canada	B.1.1
EPI_ISL_6423199|Canada|AY.87	2021-10-07	hCoV-19/Canada/QC-L00398741001/2021	Canada	AY.87
EPI_ISL_6423201|Canada|AY.117	2021-10-12	hCoV-19/Canada/QC-L00399650001/2021	Canada	AY.117
EPI_ISL_6423206|Canada|AY.33	2021-10-03	hCoV-19/Canada/QC-1nDJXQ-R4030404C2/2021	Canada	AY.33
EPI_ISL_6423223|Canada|AY.122.1	2021-10-03	hCoV-19/Canada/QC-1nDWVQ-MX21305566/2021	Canada	AY.122.1
EPI_ISL_6423258|Canada|AY.4.4	2021-10-02	hCoV-19/Canada/QC-1nDWVQ-MX21303299/2021	Canada	AY.4.4
EPI_ISL_6423281|Canada|AY.4	2021-10-04	hCoV-19/Canada/QC-1nDWVQ-MX21305521/2021	Canada	AY.4
EPI_ISL_6423370|Canada|AY.122	2021-09-30	hCoV-19/Canada/QC-L00397122001/2021	Canada	AY.122
EPI_ISL_6423431|Canada|B.1.640.1	2021-10-02	hCoV-19/Canada/QC-L00397423001/2021	Canada	B.1.640.1
EPI_ISL_6423435|Canada|AY.27	2021-10-04	hCoV-19/Canada/QC-L00397400001/2021	Canada	AY.27
EPI_ISL_6423519|Canada|AY.106	2021-10-14	hCoV-19/Canada/QC-1nKGZ-S6144103/2021	Canada	AY.106
EPI_ISL_6423525|Canada|AY.43	2021-10-17	hCoV-19/Canada/QC-1nKGZ-S6170808/2021	Canada	AY.43
EPI_ISL_6423537|Canada|AY.36	2021-10-18	hCoV-19/Canada/QC-1nKGZ-S6182313/2021	Canada	AY.36
EPI_ISL_6423553|Canada|AY.46.4	2021-09-27	hCoV-19/Canada/QC-1nKWV-X402067099/2021	Canada	AY.46.4
EPI_ISL_6423709|Canada|AY.74	2021-10-18	hCoV-19/Canada/QC-1nIID-V0183247/2021	Canada	AY.74
EPI_ISL_6423711|Canada|AY.25.3	2021-10-18	hCoV-19/Canada/QC-1nIID-V0183354/2021	Canada	AY.25.3
EPI_ISL_6423748|Canada|AY.62	2021-08-30	hCoV-19/Canada/QC-L00383635001/2021	Canada	AY.62
EPI_ISL_6423784|Canada|AY.113	2021-08-31	hCoV-19/Canada/QC-L00383879001/2021	Canada	AY.113
EPI_ISL_6423789|Canada|AY.23	2021-08-31	hCoV-19/Canada/QC-L00383700001/2021	Canada	AY.23
EPI_ISL_6423871|Canada|AY.61	2021-08-17	hCoV-19/Canada/QC-L00378491001/2021	Canada	AY.61
EPI_ISL_6423885|Canada|AY.120	2021-08-17	hCoV-19/Canada/QC-L00378783001/2021	Canada	AY.120
EPI_ISL_6424167|Canada|AY.48	2021-08-20	hCoV-19/Canada/QC-L00379300001/2021	Canada	AY.48
EPI_ISL_6424177|Canada|AY.20	2021-08-20	hCoV-19/Canada/QC-L00379347001/2021	Canada	AY.20
EPI_ISL_6424278|Canada|AY.110	2021-08-12	hCoV-19/Canada/QC-L00379198001/2021	Canada	AY.110
EPI_ISL_6424296|Canada|AY.75	2021-08-13	hCoV-19/Canada/QC-L00379159001/2021	Canada	AY.75
EPI_ISL_6424301|Canada|AY.122.4	2021-08-14	hCoV-19/Canada/QC-L00379138001/2021	Canada	AY.122.4
EPI_ISL_6424307|Canada|AY.9.2.1	2021-08-15	hCoV-19/Canada/QC-L00379211001/2021	Canada	AY.9.2.1
EPI_ISL_6424367|Canada|AY.46	2021-08-17	hCoV-19/Canada/QC-L00379659001/2021	Canada	AY.46
EPI_ISL_6424466|Canada|AY.16	2021-08-21	hCoV-19/Canada/QC-L00380137001/2021	Canada	AY.16
EPI_ISL_6424472|Canada|AY.121	2021-08-22	hCoV-19/Canada/QC-L00380401001/2021	Canada	AY.121
EPI_ISL_6424500|Canada|AY.121.1	2021-10-14	hCoV-19/Canada/QC-L00400345001/2021	Canada	AY.121.1
EPI_ISL_6424501|Canada|AY.119	2021-10-15	hCoV-19/Canada/QC-L00400352001/2021	Canada	AY.119
EPI_ISL_6424504|Canada|AY.109	2021-10-16	hCoV-19/Canada/QC-L00400581001/2021	Canada	AY.109
EPI_ISL_6424518|Canada|B.1.617.2	2021-10-12	hCoV-19/Canada/QC-1nDJXQ-R4124096C2/2021	Canada	B.1.617.2
EPI_ISL_6424532|Canada|AY.3.1	2021-10-15	hCoV-19/Canada/QC-1nIUH-5524572490/2021	Canada	AY.3.1
EPI_ISL_6424533|Canada|AY.20	2021-10-17	hCoV-19/Canada/QC-1nIUH-5524572495/2021	Canada	AY.20
EPI_ISL_6424572|Canada|AY.47	2021-10-11	hCoV-19/Canada/QC-1nIUH-5524566340/2021	Canada	AY.47
EPI_ISL_6424610|Canada|AY.46.6	2021-10-06	hCoV-19/Canada/QC-1nDJXP-8144541694/2021	Canada	AY.46.6
EPI_ISL_6478188|Canada|AY.117	2021-10-11	hCoV-19/Canada/SK-NML-222737/2021	Canada	AY.117
EPI_ISL_6479050|Canada|AY.86	2021-10-24	hCoV-19/Canada/SK-NML-227598/2021	Canada	AY.86
EPI_ISL_6479717|Canada|AY.39	2021-10-13	hCoV-19/Canada/SK-RRPL-228788/2021	Canada	AY.39
EPI_ISL_6479720|Canada|AY.47	2021-10-14	hCoV-19/Canada/SK-RRPL-228790/2021	Canada	AY.47
EPI_ISL_6479970|Canada|B.1.617.2	2021-10-19	hCoV-19/Canada/SK-RRPL-228789/2021	Canada	B.1.617.2
EPI_ISL_6634868|Canada|AY.109	2021-11-05	hCoV-19/Canada/ON-PHL-21-36788/2021	Canada	AY.109
EPI_ISL_6635006|Canada|AY.25.1	2021-11-07	hCoV-19/Canada/ON-PHL-21-36823/2021	Canada	AY.25.1
EPI_ISL_6635124|Canada|AY.107	2021-11-07	hCoV-19/Canada/ON-PHL-21-36847/2021	Canada	AY.107
EPI_ISL_6636049|Canada|AY.121	2021-11-09	hCoV-19/Canada/ON-PHL-21-37042/2021	Canada	AY.121
EPI_ISL_6636427|Canada|AY.4.2	2021-11-09	hCoV-19/Canada/ON-PHL-21-37140/2021	Canada	AY.4.2
EPI_ISL_6637567|Canada|AY.23	2021-11-08	hCoV-19/Canada/ON-PHL-21-36995/2021	Canada	AY.23
EPI_ISL_6638936|Canada|AY.122	2021-10-04	hCoV-19/Canada/NB-NML-212619/2021	Canada	AY.122
EPI_ISL_6639323|Canada|AY.25	2021-10-29	hCoV-19/Canada/NB-CHUDGLD-237170/2021	Canada	AY.25
EPI_ISL_6659969|Canada|AY.37	2021-09-22	hCoV-19/Canada/AB-ABPHL-36126/2021	Canada	AY.37
EPI_ISL_6660303|Canada|AY.9.2	2021-10-01	hCoV-19/Canada/AB-ABPHL-36572/2021	Canada	AY.9.2
EPI_ISL_6660328|Canada|AY.117	2021-09-30	hCoV-19/Canada/AB-ABPHL-36594/2021	Canada	AY.117
EPI_ISL_6660366|Canada|AY.9.2	2021-09-28	hCoV-19/Canada/AB-ABPHL-36633/2021	Canada	AY.9.2
EPI_ISL_6660410|Canada|AY.25.3	2021-10-03	hCoV-19/Canada/AB-ABPHL-36678/2021	Canada	AY.25.3
EPI_ISL_6660438|Canada|AY.86	2021-10-04	hCoV-19/Canada/AB-ABPHL-36717/2021	Canada	AY.86
EPI_ISL_6660518|Canada|AY.20	2021-09-30	hCoV-19/Canada/AB-ABPHL-36815/2021	Canada	AY.20
EPI_ISL_6660576|Canada|AY.114	2021-10-03	hCoV-19/Canada/AB-ABPHL-36878/2021	Canada	AY.114
EPI_ISL_6660698|Canada|AY.59	2021-09-29	hCoV-19/Canada/AB-ABPHL-37031/2021	Canada	AY.59
EPI_ISL_6660770|Canada|AY.127	2021-10-05	hCoV-19/Canada/AB-ABPHL-37125/2021	Canada	AY.127
EPI_ISL_6660812|Canada|B.1.1.7	2021-10-12	hCoV-19/Canada/AB-ABPHL-37167/2021	Canada	B.1.1.7
EPI_ISL_6660816|Canada|AY.43.3	2021-10-09	hCoV-19/Canada/AB-ABPHL-37172/2021	Canada	AY.43.3
EPI_ISL_6660845|Canada|AY.6	2021-09-02	hCoV-19/Canada/AB-ABPHL-37215/2021	Canada	AY.6
EPI_ISL_6660866|Canada|AY.42	2021-10-06	hCoV-19/Canada/AB-ABPHL-37234/2021	Canada	AY.42
EPI_ISL_6660876|Canada|AY.37	2021-10-10	hCoV-19/Canada/AB-ABPHL-37245/2021	Canada	AY.37
EPI_ISL_6661061|Canada|AY.54	2021-10-09	hCoV-19/Canada/AB-ABPHL-37447/2021	Canada	AY.54
EPI_ISL_6661299|Canada|AY.4.5	2021-10-05	hCoV-19/Canada/AB-ABPHL-37708/2021	Canada	AY.4.5
EPI_ISL_6661444|Canada|AY.3	2021-10-08	hCoV-19/Canada/AB-ABPHL-37868/2021	Canada	AY.3
EPI_ISL_6661489|Canada|AY.44	2021-10-09	hCoV-19/Canada/AB-ABPHL-37921/2021	Canada	AY.44
EPI_ISL_6661533|Canada|AY.119	2021-10-18	hCoV-19/Canada/AB-ABPHL-37977/2021	Canada	AY.119
EPI_ISL_6661598|Canada|AY.4.2.3	2021-10-16	hCoV-19/Canada/AB-ABPHL-38063/2021	Canada	AY.4.2.3
EPI_ISL_6661742|Canada|AY.74	2021-10-09	hCoV-19/Canada/AB-ABPHL-38215/2021	Canada	AY.74
EPI_ISL_6661898|Canada|AY.25	2021-10-15	hCoV-19/Canada/AB-ABPHL-38341/2021	Canada	AY.25
EPI_ISL_6662041|Canada|AY.75	2021-10-15	hCoV-19/Canada/AB-ABPHL-38363/2021	Canada	AY.75
EPI_ISL_6662098|Canada|AY.15	2021-10-14	hCoV-19/Canada/AB-ABPHL-38374/2021	Canada	AY.15
EPI_ISL_6662318|Canada|AY.25	2021-09-28	hCoV-19/Canada/AB-ABPHL-38476/2021	Canada	AY.25
EPI_ISL_6662357|Canada|AY.43	2021-10-21	hCoV-19/Canada/AB-ABPHL-38619/2021	Canada	AY.43
EPI_ISL_6662411|Canada|AY.122	2021-10-17	hCoV-19/Canada/AB-ABPHL-38680/2021	Canada	AY.122
EPI_ISL_6662551|Canada|AY.4.12	2021-10-24	hCoV-19/Canada/AB-ABPHL-38840/2021	Canada	AY.4.12
EPI_ISL_6662646|Canada|AY.32	2021-08-13	hCoV-19/Canada/AB-ABPHL-38908/2021	Canada	AY.32
EPI_ISL_6662650|Canada|AY.47	2021-08-12	hCoV-19/Canada/AB-ABPHL-38911/2021	Canada	AY.47
