EPI	Date	GISAID	Location	lineage
EPI_ISL_3602816|Canada|AY.88	2021-07-03	hCoV-19/Canada/BC-BCCDC-134313/2021	Canada	AY.88
EPI_ISL_3602819|Canada|AY.38	2021-07-09	hCoV-19/Canada/BC-BCCDC-134425/2021	Canada	AY.38
EPI_ISL_3602820|Canada|B.1.621	2021-07-09	hCoV-19/Canada/BC-BCCDC-134469/2021	Canada	B.1.621
EPI_ISL_3602863|Canada|AY.100	2021-07-11	hCoV-19/Canada/BC-BCCDC-145015/2021	Canada	AY.100
EPI_ISL_3602898|Canada|B.1.617.2	2021-07-10	hCoV-19/Canada/BC-BCCDC-145060/2021	Canada	B.1.617.2
EPI_ISL_3602947|Canada|Q.1	2021-07-07	hCoV-19/Canada/BC-BCCDC-145125/2021	Canada	Q.1
EPI_ISL_3635783|Canada|AY.25	2021-08-07	hCoV-19/Canada/ON-PHL-21-27422/2021	Canada	AY.25
EPI_ISL_3635855|Canada|AY.32	2021-08-04	hCoV-19/Canada/ON-PHL-21-27586/2021	Canada	AY.32
EPI_ISL_3635856|Canada|AY.4.5	2021-08-04	hCoV-19/Canada/ON-PHL-21-27587/2021	Canada	AY.4.5
EPI_ISL_3635889|Canada|AY.57	2021-08-04	hCoV-19/Canada/ON-PHL-21-27620/2021	Canada	AY.57
EPI_ISL_3635908|Canada|AY.116.1	2021-08-03	hCoV-19/Canada/ON-PHL-21-27639/2021	Canada	AY.116.1
EPI_ISL_3635915|Canada|AY.36	2021-08-05	hCoV-19/Canada/ON-PHL-21-27646/2021	Canada	AY.36
EPI_ISL_3635955|Canada|AY.23	2021-08-07	hCoV-19/Canada/ON-PHL-21-27690/2021	Canada	AY.23
EPI_ISL_3635957|Canada|AY.3	2021-08-07	hCoV-19/Canada/ON-PHL-21-27692/2021	Canada	AY.3
EPI_ISL_3635962|Canada|AY.25.3	2021-08-07	hCoV-19/Canada/ON-PHL-21-27697/2021	Canada	AY.25.3
EPI_ISL_3635990|Canada|AY.127	2021-08-08	hCoV-19/Canada/ON-PHL-21-27728/2021	Canada	AY.127
EPI_ISL_3636000|Canada|AY.88	2021-08-08	hCoV-19/Canada/ON-PHL-21-27738/2021	Canada	AY.88
EPI_ISL_3636005|Canada|AY.106	2021-08-08	hCoV-19/Canada/ON-PHL-21-27743/2021	Canada	AY.106
EPI_ISL_3636010|Canada|B.1.621	2021-08-06	hCoV-19/Canada/ON-PHL-21-27833/2021	Canada	B.1.621
EPI_ISL_3636085|Canada|AY.46	2021-08-05	hCoV-19/Canada/ON-PHL-21-27827/2021	Canada	AY.46
EPI_ISL_3636090|Canada|AY.100	2021-08-05	hCoV-19/Canada/ON-PHL-21-27832/2021	Canada	AY.100
EPI_ISL_3636091|Canada|B.1.621.1	2021-08-07	hCoV-19/Canada/ON-PHL-21-27691/2021	Canada	B.1.621.1
EPI_ISL_3636093|Canada|AY.107	2021-08-06	hCoV-19/Canada/ON-PHL-21-27835/2021	Canada	AY.107
EPI_ISL_3636189|Canada|AY.44	2021-07-29	hCoV-19/Canada/ON-PHL-21-26761/2021	Canada	AY.44
EPI_ISL_3636257|Canada|A.23.1	2021-03-08	hCoV-19/Canada/ON-PHL-21-07836-v2/2021	Canada	A.23.1
EPI_ISL_3835424|Canada|AY.118	2021-08-05	hCoV-19/Canada/ON-PHL-21-27328-v2/2021	Canada	AY.118
EPI_ISL_3835464|Canada|AY.45	2021-08-06	hCoV-19/Canada/ON-PHL-21-27369-v2/2021	Canada	AY.45
EPI_ISL_3835474|Canada|AY.92	2021-08-06	hCoV-19/Canada/ON-PHL-21-27379-v2/2021	Canada	AY.92
EPI_ISL_3835519|Canada|B.1.617.2	2021-08-07	hCoV-19/Canada/ON-PHL-21-27511-v2/2021	Canada	B.1.617.2
EPI_ISL_3835524|Canada|AY.61	2021-08-06	hCoV-19/Canada/ON-PHL-21-27516-v2/2021	Canada	AY.61
EPI_ISL_3835558|Canada|AY.9.2.1	2021-08-06	hCoV-19/Canada/ON-PHL-21-27550-v2/2021	Canada	AY.9.2.1
EPI_ISL_3835566|Canada|AY.104	2021-08-04	hCoV-19/Canada/ON-PHL-21-27558-v2/2021	Canada	AY.104
EPI_ISL_3835567|Canada|AY.9.2	2021-08-05	hCoV-19/Canada/ON-PHL-21-27559-v2/2021	Canada	AY.9.2
EPI_ISL_3835589|Canada|AY.118	2021-08-10	hCoV-19/Canada/ON-PHL-21-27922/2021	Canada	AY.118
EPI_ISL_3835618|Canada|AY.9	2021-08-11	hCoV-19/Canada/ON-PHL-21-27952/2021	Canada	AY.9
EPI_ISL_3835643|Canada|AY.61	2021-08-11	hCoV-19/Canada/ON-PHL-21-27977/2021	Canada	AY.61
EPI_ISL_3835665|Canada|AY.127	2021-08-11	hCoV-19/Canada/ON-PHL-21-28000/2021	Canada	AY.127
EPI_ISL_3835705|Canada|AY.14	2021-08-11	hCoV-19/Canada/ON-PHL-21-28042/2021	Canada	AY.14
EPI_ISL_3835706|Canada|AY.26	2021-08-11	hCoV-19/Canada/ON-PHL-21-28043/2021	Canada	AY.26
EPI_ISL_3835711|Canada|AY.1	2021-08-12	hCoV-19/Canada/ON-PHL-21-28049/2021	Canada	AY.1
EPI_ISL_3835775|Canada|AY.108	2021-08-10	hCoV-19/Canada/ON-PHL-21-28116/2021	Canada	AY.108
EPI_ISL_3835799|Canada|AY.120	2021-08-10	hCoV-19/Canada/ON-PHL-21-28140/2021	Canada	AY.120
EPI_ISL_3835801|Canada|AY.16.1	2021-08-10	hCoV-19/Canada/ON-PHL-21-28143/2021	Canada	AY.16.1
EPI_ISL_3835836|Canada|AY.36	2021-08-10	hCoV-19/Canada/ON-PHL-21-28178/2021	Canada	AY.36
EPI_ISL_3835837|Canada|AY.116	2021-08-10	hCoV-19/Canada/ON-PHL-21-28179/2021	Canada	AY.116
EPI_ISL_3835850|Canada|AY.46	2021-08-13	hCoV-19/Canada/ON-PHL-21-28193/2021	Canada	AY.46
EPI_ISL_3835852|Canada|AY.74	2021-08-13	hCoV-19/Canada/ON-PHL-21-28195/2021	Canada	AY.74
EPI_ISL_3835860|Canada|AY.119	2021-08-13	hCoV-19/Canada/ON-PHL-21-28203/2021	Canada	AY.119
EPI_ISL_3835937|Canada|AY.9.2.1	2021-08-09	hCoV-19/Canada/ON-PHL-21-28291/2021	Canada	AY.9.2.1
EPI_ISL_3835952|Canada|C.37	2021-08-10	hCoV-19/Canada/ON-PHL-21-28306/2021	Canada	C.37
EPI_ISL_3835971|Canada|AY.4	2021-08-09	hCoV-19/Canada/ON-PHL-21-28325/2021	Canada	AY.4
EPI_ISL_3835983|Canada|AY.43	2021-08-10	hCoV-19/Canada/ON-PHL-21-28337/2021	Canada	AY.43
EPI_ISL_3836008|Canada|AY.46	2021-08-16	hCoV-19/Canada/ON-PHL-21-28534/2021	Canada	AY.46
EPI_ISL_3836009|Canada|AY.133	2021-08-16	hCoV-19/Canada/ON-PHL-21-28535/2021	Canada	AY.133
EPI_ISL_3836045|Canada|AY.110	2021-08-15	hCoV-19/Canada/ON-PHL-21-28571/2021	Canada	AY.110
EPI_ISL_3901749|Canada|AY.93	2021-08-08	hCoV-19/Canada/SK-NML-150144/2021	Canada	AY.93
EPI_ISL_3901881|Canada|AY.93	2021-08-11	hCoV-19/Canada/SK-NML-150198/2021	Canada	AY.93
EPI_ISL_3909600|Canada|Q.1	2021-04-15	hCoV-19/Canada/AB-ABPHL-22158/2021	Canada	Q.1
EPI_ISL_3909737|Canada|B.1.243	2021-02-26	hCoV-19/Canada/AB-ABPHL-21770/2021	Canada	B.1.243
EPI_ISL_3909770|Canada|AY.122	2021-07-02	hCoV-19/Canada/AB-ABPHL-24133/2021	Canada	AY.122
EPI_ISL_3909873|Canada|AY.116	2021-06-28	hCoV-19/Canada/AB-ABPHL-24218/2021	Canada	AY.116
EPI_ISL_3909928|Canada|AY.121	2021-07-06	hCoV-19/Canada/AB-ABPHL-24263/2021	Canada	AY.121
EPI_ISL_3909948|Canada|AY.27	2021-05-31	hCoV-19/Canada/AB-ABPHL-24280/2021	Canada	AY.27
EPI_ISL_3910018|Canada|AY.36	2021-07-04	hCoV-19/Canada/AB-ABPHL-24357/2021	Canada	AY.36
EPI_ISL_3910019|Canada|B.1.351	2021-06-30	hCoV-19/Canada/AB-ABPHL-24358/2021	Canada	B.1.351
EPI_ISL_3910161|Canada|AY.27	2021-07-13	hCoV-19/Canada/AB-ABPHL-24540/2021	Canada	AY.27
EPI_ISL_3910180|Canada|AY.9	2021-07-10	hCoV-19/Canada/AB-ABPHL-24557/2021	Canada	AY.9
EPI_ISL_3910196|Canada|B.1.438.1	2021-05-26	hCoV-19/Canada/AB-ABPHL-24579/2021	Canada	B.1.438.1
EPI_ISL_3910205|Canada|B.1.619	2021-05-27	hCoV-19/Canada/AB-ABPHL-24586/2021	Canada	B.1.619
EPI_ISL_3910249|Canada|B.1.438.1	2021-07-05	hCoV-19/Canada/AB-ABPHL-24638/2021	Canada	B.1.438.1
EPI_ISL_3910338|Canada|AY.27	2021-07-09	hCoV-19/Canada/AB-ABPHL-24731/2021	Canada	AY.27
EPI_ISL_3910346|Canada|AY.39	2021-07-12	hCoV-19/Canada/AB-ABPHL-24738/2021	Canada	AY.39
EPI_ISL_3910378|Canada|AY.54	2021-07-16	hCoV-19/Canada/AB-ABPHL-24762/2021	Canada	AY.54
EPI_ISL_3910411|Canada|B.1.438.1	2021-07-15	hCoV-19/Canada/AB-ABPHL-24790/2021	Canada	B.1.438.1
EPI_ISL_3910438|Canada|AY.9	2021-07-18	hCoV-19/Canada/AB-ABPHL-24818/2021	Canada	AY.9
EPI_ISL_3910472|Canada|B.1.620	2021-06-01	hCoV-19/Canada/AB-ABPHL-24853/2021	Canada	B.1.620
EPI_ISL_3910490|Canada|B.1.351	2021-07-13	hCoV-19/Canada/AB-ABPHL-24871/2021	Canada	B.1.351
EPI_ISL_3910492|Canada|B.1	2021-04-30	hCoV-19/Canada/AB-ABPHL-24874/2021	Canada	B.1
EPI_ISL_3910514|Canada|B.1.2	2021-07-20	hCoV-19/Canada/AB-ABPHL-24914/2021	Canada	B.1.2
EPI_ISL_3910559|Canada|B.1.526	2021-07-13	hCoV-19/Canada/AB-ABPHL-25014/2021	Canada	B.1.526
EPI_ISL_3910579|Canada|AY.20	2021-07-16	hCoV-19/Canada/AB-ABPHL-25041/2021	Canada	AY.20
EPI_ISL_3910581|Canada|AY.36	2021-07-17	hCoV-19/Canada/AB-ABPHL-25045/2021	Canada	AY.36
EPI_ISL_3910591|Canada|AY.116	2021-07-18	hCoV-19/Canada/AB-ABPHL-25063/2021	Canada	AY.116
EPI_ISL_3910593|Canada|B.1.351	2021-07-19	hCoV-19/Canada/AB-ABPHL-25067/2021	Canada	B.1.351
EPI_ISL_3910603|Canada|AY.43	2021-07-18	hCoV-19/Canada/AB-ABPHL-25078/2021	Canada	AY.43
EPI_ISL_3910622|Canada|AY.116	2021-07-20	hCoV-19/Canada/AB-ABPHL-25094/2021	Canada	AY.116
EPI_ISL_3910792|Canada|AY.3	2021-07-10	hCoV-19/Canada/AB-ABPHL-25281/2021	Canada	AY.3
EPI_ISL_3910799|Canada|AY.9.2	2021-07-15	hCoV-19/Canada/AB-ABPHL-25288/2021	Canada	AY.9.2
EPI_ISL_3910801|Canada|AY.118	2021-07-16	hCoV-19/Canada/AB-ABPHL-25290/2021	Canada	AY.118
EPI_ISL_3910802|Canada|B.1.429	2021-07-16	hCoV-19/Canada/AB-ABPHL-25291/2021	Canada	B.1.429
EPI_ISL_3910818|Canada|AY.27	2021-07-22	hCoV-19/Canada/AB-ABPHL-25308/2021	Canada	AY.27
EPI_ISL_3941384|Canada|B.1.621.2	2021-06-10	hCoV-19/Canada/AB-ABPHL-22116/2021	Canada	B.1.621.2
EPI_ISL_3941388|Canada|B.1.621	2021-06-29	hCoV-19/Canada/AB-ABPHL-23369/2021	Canada	B.1.621
EPI_ISL_3941390|Canada|B.1.621	2021-05-26	hCoV-19/Canada/AB-ABPHL-22934/2021	Canada	B.1.621
EPI_ISL_3941392|Canada|BB.2	2021-06-16	hCoV-19/Canada/AB-ABPHL-22996/2021	Canada	BB.2
EPI_ISL_3941394|Canada|B.1.621.2	2021-06-30	hCoV-19/Canada/AB-ABPHL-23372/2021	Canada	B.1.621.2
EPI_ISL_3941396|Canada|B.1.621.2	2021-06-19	hCoV-19/Canada/AB-ABPHL-23178/2021	Canada	B.1.621.2
EPI_ISL_3941399|Canada|B.1.621.2	2021-06-22	hCoV-19/Canada/AB-ABPHL-23266/2021	Canada	B.1.621.2
EPI_ISL_3941404|Canada|B.1.621	2021-06-21	hCoV-19/Canada/AB-ABPHL-20994/2021	Canada	B.1.621
EPI_ISL_3941420|Canada|B.1.621	2021-06-08	hCoV-19/Canada/AB-ABPHL-21589/2021	Canada	B.1.621
EPI_ISL_3941422|Canada|B.1.621	2021-06-18	hCoV-19/Canada/AB-ABPHL-23929/2021	Canada	B.1.621
EPI_ISL_4001793|Canada|AY.113	2021-08-12	hCoV-19/Canada/ON-PHL-21-28353/2021	Canada	AY.113
EPI_ISL_4001827|Canada|AY.29	2021-08-11	hCoV-19/Canada/ON-PHL-21-28388/2021	Canada	AY.29
EPI_ISL_4001850|Canada|Q.1	2021-08-10	hCoV-19/Canada/ON-PHL-21-28411/2021	Canada	Q.1
EPI_ISL_4001914|Canada|AY.92	2021-08-14	hCoV-19/Canada/ON-PHL-21-28476/2021	Canada	AY.92
EPI_ISL_4001987|Canada|AY.114	2021-08-17	hCoV-19/Canada/ON-PHL-21-28817/2021	Canada	AY.114
EPI_ISL_4002019|Canada|AY.126	2021-08-13	hCoV-19/Canada/ON-PHL-21-28849/2021	Canada	AY.126
EPI_ISL_4002078|Canada|AY.39.1	2021-08-18	hCoV-19/Canada/ON-PHL-21-28908/2021	Canada	AY.39.1
EPI_ISL_4002116|Canada|AY.78	2021-08-13	hCoV-19/Canada/ON-PHL-21-28946/2021	Canada	AY.78
EPI_ISL_4002144|Canada|AY.88	2021-08-18	hCoV-19/Canada/ON-PHL-21-28976/2021	Canada	AY.88
EPI_ISL_4002245|Canada|AY.9.2	2021-08-11	hCoV-19/Canada/ON-PHL-21-29079/2021	Canada	AY.9.2
EPI_ISL_4002250|Canada|B.1.617.2	2021-08-12	hCoV-19/Canada/ON-PHL-21-29084/2021	Canada	B.1.617.2
EPI_ISL_4002252|Canada|AY.23.1	2021-08-12	hCoV-19/Canada/ON-PHL-21-29086/2021	Canada	AY.23.1
EPI_ISL_4002280|Canada|AY.39	2021-08-13	hCoV-19/Canada/ON-PHL-21-29114/2021	Canada	AY.39
EPI_ISL_4002281|Canada|AY.122.1	2021-08-13	hCoV-19/Canada/ON-PHL-21-29115/2021	Canada	AY.122.1
EPI_ISL_4002347|Canada|AY.16	2021-08-14	hCoV-19/Canada/ON-PHL-21-29182/2021	Canada	AY.16
EPI_ISL_4002374|Canada|AY.100	2021-08-15	hCoV-19/Canada/ON-PHL-21-29211/2021	Canada	AY.100
EPI_ISL_4002383|Canada|B.1.621.1	2021-08-19	hCoV-19/Canada/ON-PHL-21-29306/2021	Canada	B.1.621.1
EPI_ISL_4002438|Canada|AY.129	2021-08-20	hCoV-19/Canada/ON-PHL-21-29365/2021	Canada	AY.129
EPI_ISL_4002441|Canada|AY.107	2021-08-20	hCoV-19/Canada/ON-PHL-21-29368/2021	Canada	AY.107
EPI_ISL_4002446|Canada|AY.70	2021-08-20	hCoV-19/Canada/ON-PHL-21-29374/2021	Canada	AY.70
EPI_ISL_4002517|Canada|B.1.621.1	2021-08-13	hCoV-19/Canada/ON-PHL-21-29447/2021	Canada	B.1.621.1
EPI_ISL_4002573|Canada|AY.25.3	2021-08-21	hCoV-19/Canada/ON-PHL-21-29505/2021	Canada	AY.25.3
EPI_ISL_4002649|Canada|AY.15	2021-08-17	hCoV-19/Canada/ON-PHL-21-29672/2021	Canada	AY.15
EPI_ISL_4002661|Canada|AY.26	2021-08-16	hCoV-19/Canada/ON-PHL-21-29686/2021	Canada	AY.26
EPI_ISL_4002804|Canada|AY.75	2021-08-17	hCoV-19/Canada/ON-PHL-21-29834/2021	Canada	AY.75
EPI_ISL_4002833|Canada|AY.9	2021-08-16	hCoV-19/Canada/ON-PHL-21-29867/2021	Canada	AY.9
EPI_ISL_4002864|Canada|AY.9.2.1	2021-08-18	hCoV-19/Canada/ON-PHL-21-29899/2021	Canada	AY.9.2.1
EPI_ISL_4002879|Canada|B.1.621	2021-08-24	hCoV-19/Canada/ON-PHL-21-30000/2021	Canada	B.1.621
EPI_ISL_4025863|Canada|B.1.351.3	2021-04-22	hCoV-19/Canada/NB-NML-89582/2021	Canada	B.1.351.3
EPI_ISL_4025903|Canada|B.1.240	2021-04-02	hCoV-19/Canada/NB-NML-89624/2021	Canada	B.1.240
EPI_ISL_4053189|Canada|B	2021-08-07	hCoV-19/Canada/AB-ABPHL-27735/2021	Canada	B
EPI_ISL_4053197|Canada|B	2021-08-09	hCoV-19/Canada/AB-ABPHL-27744/2021	Canada	B
EPI_ISL_4053212|Canada|B	2021-04-18	hCoV-19/Canada/AB-ABPHL-27761/2021	Canada	B
EPI_ISL_4053228|Canada|AY.39	2021-08-05	hCoV-19/Canada/AB-ABPHL-27780/2021	Canada	AY.39
EPI_ISL_4053846|Canada|AY.44	2021-08-12	hCoV-19/Canada/AB-ABPHL-28457/2021	Canada	AY.44
EPI_ISL_4054018|Canada|AY.27	2021-08-18	hCoV-19/Canada/AB-ABPHL-28647/2021	Canada	AY.27
EPI_ISL_4054049|Canada|AY.109	2021-08-18	hCoV-19/Canada/AB-ABPHL-28679/2021	Canada	AY.109
EPI_ISL_4054493|Canada|AY.42	2021-08-11	hCoV-19/Canada/AB-ABPHL-29231/2021	Canada	AY.42
EPI_ISL_4055033|Canada|AY.13	2021-08-16	hCoV-19/Canada/AB-ABPHL-29816/2021	Canada	AY.13
EPI_ISL_4055060|Canada|AY.113	2021-08-23	hCoV-19/Canada/AB-ABPHL-29851/2021	Canada	AY.113
EPI_ISL_4059758|Canada|B.1.526	2021-06-29	hCoV-19/Canada/MB-NML-133956/2021	Canada	B.1.526
EPI_ISL_4059771|Canada|B.1.526	2021-04-13	hCoV-19/Canada/MB-NML-154927/2021	Canada	B.1.526
EPI_ISL_4059793|Canada|AY.16	2021-07-07	hCoV-19/Canada/MB-NML-133831/2021	Canada	AY.16
EPI_ISL_4059799|Canada|AY.15	2021-06-28	hCoV-19/Canada/MB-NML-133796/2021	Canada	AY.15
EPI_ISL_4060107|Canada|P.1	2021-07-01	hCoV-19/Canada/MB-NML-133885/2021	Canada	P.1
EPI_ISL_4060108|Canada|P.1	2021-04-23	hCoV-19/Canada/MB-NML-154989/2021	Canada	P.1
EPI_ISL_4061018|Canada|AY.15	2021-05-05	hCoV-19/Canada/NL-NML-89484/2021	Canada	AY.15
EPI_ISL_4061044|Canada|AY.10	2021-05-17	hCoV-19/Canada/NL-NML-105969/2021	Canada	AY.10
EPI_ISL_4061056|Canada|AY.4	2021-08-05	hCoV-19/Canada/NL-NML-146150/2021	Canada	AY.4
EPI_ISL_412965|Canada|B.4	2020-02-16	hCoV-19/Canada/BC_37_0-2/2020	Canada	B.4
EPI_ISL_413015|Canada|B	2020-01-23	hCoV-19/Canada/ON_VIDO-01/2020	Canada	B
EPI_ISL_415577|Canada|B.4	2020-02-20	hCoV-19/Canada/BC_69243/2020	Canada	B.4
EPI_ISL_415582|Canada|B.43	2020-03-04	hCoV-19/Canada/BC_35720/2020	Canada	B.43
EPI_ISL_415583|Canada|B	2020-03-03	hCoV-19/Canada/BC_40860/2020	Canada	B
EPI_ISL_415590|Canada|B.40	2020-03-05	hCoV-19/Canada/BC_78548/2020	Canada	B.40
EPI_ISL_4174658|Canada|AY.110	2021-07-19	hCoV-19/Canada/ON-UB-KSL-00264/2021	Canada	AY.110
EPI_ISL_4174666|Canada|None	2021-07-19	hCoV-19/Canada/ON-UB-KSL-00265/2021	Canada	None
EPI_ISL_4179377|Canada|AY.107	2021-08-13	hCoV-19/Canada/ON-PHL-21-28704-v2/2021	Canada	AY.107
EPI_ISL_4179762|Canada|AY.119	2021-08-21	hCoV-19/Canada/ON-PHL-21-29935/2021	Canada	AY.119
EPI_ISL_4179907|Canada|AY.129	2021-08-23	hCoV-19/Canada/ON-PHL-21-30273/2021	Canada	AY.129
EPI_ISL_4179925|Canada|AY.4.12	2021-08-23	hCoV-19/Canada/ON-PHL-21-30284/2021	Canada	AY.4.12
EPI_ISL_4179927|Canada|AY.107	2021-08-23	hCoV-19/Canada/ON-PHL-21-30286/2021	Canada	AY.107
EPI_ISL_4179952|Canada|AY.41	2021-08-23	hCoV-19/Canada/ON-PHL-21-30297/2021	Canada	AY.41
EPI_ISL_4179995|Canada|AY.25.3	2021-08-24	hCoV-19/Canada/ON-PHL-21-30325/2021	Canada	AY.25.3
EPI_ISL_4180352|Canada|AY.64	2021-08-20	hCoV-19/Canada/ON-PHL-21-30500/2021	Canada	AY.64
EPI_ISL_4180475|Canada|AY.122.1	2021-08-18	hCoV-19/Canada/ON-PHL-21-30567/2021	Canada	AY.122.1
EPI_ISL_4180576|Canada|AY.116.1	2021-08-20	hCoV-19/Canada/ON-PHL-21-30622/2021	Canada	AY.116.1
EPI_ISL_4180613|Canada|AY.111	2021-08-19	hCoV-19/Canada/ON-PHL-21-30643/2021	Canada	AY.111
EPI_ISL_4180624|Canada|AY.126	2021-08-19	hCoV-19/Canada/ON-PHL-21-30651/2021	Canada	AY.126
EPI_ISL_4180717|Canada|AY.4	2021-08-19	hCoV-19/Canada/ON-PHL-21-30709/2021	Canada	AY.4
EPI_ISL_4180757|Canada|AY.118	2021-08-20	hCoV-19/Canada/ON-PHL-21-30737/2021	Canada	AY.118
EPI_ISL_4180773|Canada|AY.125	2021-08-20	hCoV-19/Canada/ON-PHL-21-30745/2021	Canada	AY.125
EPI_ISL_4180798|Canada|AY.43.4	2021-08-20	hCoV-19/Canada/ON-PHL-21-30766/2021	Canada	AY.43.4
EPI_ISL_4181418|Canada|AY.125	2021-08-27	hCoV-19/Canada/ON-PHL-21-31267/2021	Canada	AY.125
EPI_ISL_4181522|Canada|AY.57	2021-08-30	hCoV-19/Canada/ON-PHL-21-31335/2021	Canada	AY.57
EPI_ISL_4181529|Canada|AY.112	2021-08-30	hCoV-19/Canada/ON-PHL-21-31340/2021	Canada	AY.112
EPI_ISL_4181538|Canada|AY.84	2021-08-30	hCoV-19/Canada/ON-PHL-21-31346/2021	Canada	AY.84
EPI_ISL_4181552|Canada|AY.9	2021-08-30	hCoV-19/Canada/ON-PHL-21-31356/2021	Canada	AY.9
EPI_ISL_4181582|Canada|AY.25	2021-08-23	hCoV-19/Canada/ON-PHL-21-31377/2021	Canada	AY.25
EPI_ISL_4181585|Canada|AY.46	2021-08-23	hCoV-19/Canada/ON-PHL-21-31379/2021	Canada	AY.46
EPI_ISL_4181652|Canada|AY.104	2021-08-23	hCoV-19/Canada/ON-PHL-21-31417/2021	Canada	AY.104
EPI_ISL_4181723|Canada|AY.9.2.1	2021-08-25	hCoV-19/Canada/ON-PHL-21-31456/2021	Canada	AY.9.2.1
EPI_ISL_4181785|Canada|AY.116.1	2021-08-25	hCoV-19/Canada/ON-PHL-21-31492/2021	Canada	AY.116.1
EPI_ISL_4181906|Canada|AY.3.1	2021-08-24	hCoV-19/Canada/ON-PHL-21-31565/2021	Canada	AY.3.1
EPI_ISL_4182032|Canada|AY.5	2021-08-31	hCoV-19/Canada/ON-PHL-21-31727/2021	Canada	AY.5
EPI_ISL_4182034|Canada|AY.25.3	2021-08-31	hCoV-19/Canada/ON-PHL-21-31731/2021	Canada	AY.25.3
EPI_ISL_4182102|Canada|AY.26	2021-08-25	hCoV-19/Canada/ON-PHL-21-31755/2021	Canada	AY.26
EPI_ISL_4182224|Canada|AY.46.6	2021-08-26	hCoV-19/Canada/ON-PHL-21-31827/2021	Canada	AY.46.6
EPI_ISL_4182254|Canada|AY.44	2021-08-28	hCoV-19/Canada/ON-PHL-21-31847/2021	Canada	AY.44
EPI_ISL_4182294|Canada|AY.28	2021-08-27	hCoV-19/Canada/ON-PHL-21-31871/2021	Canada	AY.28
EPI_ISL_4182296|Canada|AY.103	2021-08-28	hCoV-19/Canada/ON-PHL-21-31873/2021	Canada	AY.103
EPI_ISL_4182594|Canada|AY.5	2021-08-25	hCoV-19/Canada/ON-PHL-21-32053/2021	Canada	AY.5
EPI_ISL_4182662|Canada|AY.61	2021-08-27	hCoV-19/Canada/ON-PHL-21-32079/2021	Canada	AY.61
EPI_ISL_4182775|Canada|AY.99	2021-08-30	hCoV-19/Canada/ON-PHL-21-31341/2021	Canada	AY.99
EPI_ISL_4182783|Canada|AY.70	2021-08-13	hCoV-19/Canada/ON-PHL-21-29286-v2/2021	Canada	AY.70
EPI_ISL_4182788|Canada|AY.110	2021-08-19	hCoV-19/Canada/ON-PHL-21-30718/2021	Canada	AY.110
EPI_ISL_4182860|Canada|B.1.621	2021-08-18	hCoV-19/Canada/ON-PHL-21-30564/2021	Canada	B.1.621
EPI_ISL_4182870|Canada|B.1.621	2021-08-13	hCoV-19/Canada/ON-PHL-21-29281-v2/2021	Canada	B.1.621
EPI_ISL_4182903|Canada|AY.108	2021-08-26	hCoV-19/Canada/ON-PHL-21-32002/2021	Canada	AY.108
EPI_ISL_4182905|Canada|AY.5.3	2021-08-21	hCoV-19/Canada/ON-PHL-21-30789/2021	Canada	AY.5.3
EPI_ISL_4182909|Canada|AY.34.1	2021-08-23	hCoV-19/Canada/ON-PHL-21-31387/2021	Canada	AY.34.1
EPI_ISL_4182922|Canada|AY.113	2021-08-31	hCoV-19/Canada/ON-PHL-21-31743/2021	Canada	AY.113
EPI_ISL_4182925|Canada|AY.32	2021-08-30	hCoV-19/Canada/ON-PHL-21-31360/2021	Canada	AY.32
EPI_ISL_4182938|Canada|AY.39	2021-08-19	hCoV-19/Canada/ON-PHL-21-30644/2021	Canada	AY.39
EPI_ISL_4182939|Canada|AY.4.6	2021-08-23	hCoV-19/Canada/ON-PHL-21-30285/2021	Canada	AY.4.6
EPI_ISL_4183022|Canada|AY.16	2021-08-27	hCoV-19/Canada/ON-PHL-21-32095/2021	Canada	AY.16
EPI_ISL_4183087|Canada|AY.9.2	2021-08-26	hCoV-19/Canada/ON-PHL-21-30932/2021	Canada	AY.9.2
EPI_ISL_418811|Canada|B.1.147	2020-03-12	hCoV-19/Canada/NB_6/2020	Canada	B.1.147
EPI_ISL_418828|Canada|B.4	2020-03-04	hCoV-19/Canada/BC_4143868/2020	Canada	B.4
EPI_ISL_418832|Canada|B.4	2020-03-11	hCoV-19/Canada/BC_5282984/2020	Canada	B.4
EPI_ISL_418848|Canada|A	2020-03-05	hCoV-19/Canada/BC_8159203/2020	Canada	A
EPI_ISL_418850|Canada|A.1	2020-03-13	hCoV-19/Canada/BC_8606204/2020	Canada	A.1
EPI_ISL_4220432|Canada|AY.116	2021-07-05	hCoV-19/Canada/QC-1nDJXQ-R1050758/2021	Canada	AY.116
EPI_ISL_4220448|Canada|A.2.5.2	2021-02-11	hCoV-19/Canada/QC-1nEAQ-0687283/2021	Canada	A.2.5.2
EPI_ISL_4220476|Canada|B.1.349	2021-02-15	hCoV-19/Canada/QC-1nEAQ-0691532/2021	Canada	B.1.349
EPI_ISL_4220478|Canada|B.1.1.222	2021-02-15	hCoV-19/Canada/QC-1nEAQ-0691593/2021	Canada	B.1.1.222
EPI_ISL_4220565|Canada|AY.73	2021-08-02	hCoV-19/Canada/QC-L00372673/2021	Canada	AY.73
EPI_ISL_4220677|Canada|AY.119	2021-07-20	hCoV-19/Canada/QC-L00368881001/2021	Canada	AY.119
